Input,Predicted,Actual
Anna2 . I'm2 a2 fan2 of2 Kristen2 Bell's2 other2 work2 as2 well2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",anna1 . maine1 kristen1 bell1 ko1 fan1 hai1 dhusri1 kam1 bhe1 tho1
Are1 you2 familiar2 with2 the2 director2 ? Nick2 Cassavetes2,"mujhe1 , hai1 <unk> hai1 hai1",kya1 tum1 director2 se2 familiar2 ho1 ? Nick2 Cassavetes2
you2 here2 ?,"<unk> , hai1",Sun1 rahe1 ho1 ?
Mostly2 just2 for2 hogging2 that2 driftwood2 in2 Titanic2 ;)2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mostly2 driftwood2 ke2 hogging2 ke1 liye1 Titanic1 mein1 :)2
Yes2 there2 was2 a2 lot2 slowing2 down2 and2 obvious2 green2 screen2 to2 me1 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",haan1 isme1 kafi1 kuch1 tha1 jo1 slowing2 down2 tha1 aur2 obvious2 green2 screen2 mere1 liye1
sounds2 interesting2 .,"<unk> , hai1",ache2 interesting2 sound2 kartha1
"I2 agree2 . Usually2 whenever2 Greek2 or2 Roman2 mythology2 is2 presented2 in2 a2 movie2 it2 is2 dense2 and2 opaque2 , but2 it2 was2 easily2 understood2 in2 Wonder2 Woman2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Main1 sahamat1 hoon1 . aamataur1 par1 jab1 bhee1 kisee1 philm1 mein1 greek1 ya1 roman1 pauraanik1 kathaon1 ko1 prastut1 kiya1 jaata1 hai1 to1 vah1 ghanee1 aur1 apaaradarshee1 hotee1 hai1 , lekin1 wonder2 woman2 mein1 yah1 aasaanee1 se1 samajh1 mein1 aa1 gaya1 ."
whats2 that2,<unk>,kya1 hein1
is2 it2 attention2 grapping2,"<unk> , hai1 hai1",kya1 yah1 dhyaan1 dene1 yogy1 hai1
It2 had2 its2 moments2 for2 me1 .,"mujhe1 , <unk> <unk> hai1",han1 mere1 liye1 iski1 kuch1 moments1 thi1
Yes1 a2 CinemaScore2 : A2,"mujhe1 , hai1 hai1",CINEMA1 SCORE1 NEH1 A1 DIYA1
she's2 from2 a2 rich2 family2 . he's2 not2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk>",wo1 rich2 family2 se1 hai1 lekin1 he1 is2 not2 .
have2 you2 watch2,"<unk> , hai1",kya1 tumne1 dekhi1 hai1 ?
to2 learn2 how2 to2 fight2 injustice2,"muje1 , <unk> <unk> <unk> <unk> hai1",ye1 learn1 karne1 ki1 injustice2 se1 kese1 lade1
its2 a2 solid2 movie2,"<unk> , hai1 hai1",yeh1 ek1 thos2 film2 hai1 .
I1 see2 your2 point2 . I2 fear2 that2 you2 may2 dissuade2 people2 from2 watching2 a2 third2 movie2 if2 they2 were2 put2 off2 from2 seeing2 the2 villain2 win2 in2 the2 second2 movie2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",I1 see2 your2 point2 . Lekin1 kujhe1 darr1 hai1 ki1 you1 may2 dissuade2 people2 from2 watching2 a2 third2 movie2 agar1 unko1 second2 movie2 mein2 villian2 ka1 jeetna1 pasand1 nahi1 aaya1 .
Oh1 wait1 his2 friend2 is2 killed2,"muje1 , <unk> <unk> <unk> hai1 hai1",OH1 IS1 KA1 DOSTH1 MARA1 GAYA1
so2 we2 talk2 till1 the2 connection2 is2 back2,"muje1 , hai1 <unk> <unk> hai1 hai1",so1 ham1 tab1 tak1 baat1 karenge1 jab1 tak1 connection2 na1 aaye1
I2 like2 comedies2 . Is2 Jim2 Carrey2 pretty2 good2 in2 it2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> hai1 .",muje1 comedies2 pasand2 hein1 . kya1 jim1 carrey1 ache1 hein1 ?
i1 really2 agree2 with2 that2,"mujhe1 , hai1 <unk> hai1",main1 really2 agree2 karta1 hun1 isse1
"Aw1 man2 , spoilers2 haha2","haan1 , hai1 <unk> hai1","ajee1 yaar1 , bigaadata1 hai1 haaha1"
I2 like2 Terrance2 Howard2 as2 well2,"mujhe1 , hai1 <unk> hai1",haan1 muje1 bhi1 terrance2 howard1 ko1 pasand1 hein1
"It2 appeared2 to2 be2 over2 for2 many2 characters2 in2 this2 movie2 at2 different2 points2 , yeah2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",uska1 character2 tho2 over1 ho1 chuka1 tha1 kahi1 movie1 mein1
Yes1 very2 interesting2,"<unk> , hai1",haan1 bahut1 interesting2 .
Turing's2 story2 is2 pretty2 sad2 . He2 got2 bullied2 a2 lot2 at2 boarding2 school2 . Seems2 to2 have2 affected2 him2 a2 lot2 . Too1 bad1 he2 wasn't2 able2 to2 find2 love2 . Maybe2 he2 should2 have2 gone2 for2 somebody2 besides2 Kiera2 Knightley2 !,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Turing2 ki1 story1 bahut1 sad1 hai1 . usko1 boarding2 school2 main1 bahut1 bully1 kia1 gaya1 . Lagta1 hai1 woh1 bahut1 affect2 hua2 . Too1 bad2 use2 love1 nahin1 mila1 . Maybe2 use2 Kiera2 Knightley2 ke1 alava1 kisi1 aur1 ko1 jaana1 chahiye1 tha1 !
I2 agree2 . I2 think2 Damien2 Chazelle2 really2 did2 a2 good2 job2 directing2 the2 film2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mein1 maantha1 hoon1 . muje1 lagtha1 ki1 Damien2 Chazelle2 ne2 is1 film1 ko1 ache2 directing2 ki1
"They2 get2 on2 several2 ships2 , one2 is2 torpedoed2 and2 sinks2 and2 they2 escape2 through2 a2 hatch2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","wo1 baahut1 ships2 pe1 jaate1 hai1 , ek1 ko1 torpoedo1 lagta1 hai1 aur1 wo1 sink1 karne1 lagta1 hai1 , aur1 wo1 hatch2 se2 escape2 kar1 jate1 hai1"
"they2 should2 have2 it2 , again2 it2 is2 a2 classic2","muje1 , hai1 <unk> <unk> <unk> hai1 hai1","UNKO1 HONA1 CHAHIYE1 , VAH1 EK1 CLASSIC1 THA1"
MISSING1 HULK1 NAME2,"<unk> , hai1 hai1",Hulk2 ka1 naam1 missing1 hai1
Have2 you2 seen2 this2 movie2 ?,"muje1 , hai1 hai1 hai1",kya1 aap1 is1 movie1 ko1 dekha1 ?
haha1,<unk>,haha1
"I2 cannot2 imagine2 Ryan2 Gosling2 in2 a2 musical2 , but2 I2 guess2 it2 could2 work2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mein2 Ryan2 Roseling2 ko1 musical2 movie2 mein1 soch1 hi1 nahi1 sakta1 lekin1 asha1 karta1 hoon1 ki1 yeh1 chal1 jaye1 .
"I2 am1 not2 sure2 on2 that2 , but2 I2 would2 think2 there2 is2 . Sounds2 like2 it2 is2 filled2 with2 music2 ! I1 love2 a2 good2 musical2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","main1 us1 par1 sure1 nahi1 hun1 , but1 mujhe1 lagta1 hai1 ki1 wanha1 hai1 . Pratit1 hota1 hai1 jaise1 ye1 music1 se1 bhara1 hua1 hai1 ! Mujhe1 good1 musical2 se1 pyaar1 hai1"
I1 love1 the2 scare2 machine2 they2 had2 in2 the2 prequel2 that2 the2 students2 had2 to2 frighten2 for2 the2 contest2 . That2 was2 pretty2 neat2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 prequel2 mai1 wo1 darane1 wali1 machine1 pasand1 hai1 jise1 students2 ko1 darana1 tha1 contest2 ke1 liye1 . Wo1 kafi1 saaf1 tha1 .
lol1,<unk>,LOL2
for2 me2 it2 is2 an2 excellent2 movie2 of2 the2 superhero2 genre2,"muje1 , hai1 <unk> hai1 <unk> hai1",muje1 tho1 superhero2 ka1 badiya1 movie1 lag1 raha1 hein1
It2 was2 pretty2 cool2 the2 way2 that2 he2 was2 able2 to2 work2 out2 the2 remainder2 of2 his2 prison2 sentence2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","voh1 tho1 cool1 hein1 yar1 , aur1 uska1 prison2 sentence2 tho1 uska1 work1 yaad1 kartha1"
looking2 at2 the2 plot2 points2 made2 me1 remember2 some2 good2 sceens2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","LOOK1 , PLOT2 POINTS2 NE1 THO1 MUJE1 ACHE1 SCENES1 YAAD1 KIYA1"
Rotten2 Tomatos2 59% rating2,"mujhe1 , hai1 hai1",rotten2 tomatoes2 ne2 59% rating2 de1
Like2 who2 ?,"<unk> , hai1",Jaise1 kon1 ?
Yes1,<unk>,ha1
ouch2 for2 the2 director2,"haan1 , hai1 hai1",director2 ke1 liye1 ouch1
I2 am2 here2 :)2,"<unk> , hai1 hai1",mai1 yaha1 hu1
it2 seems2 to2 be2 in2 that2 direction2 to2 some2 point2 already2 . a2 lot2 of2 damage2 has2 been2 done2 though2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Haan1 , kuch1 had1 tak1 mujhe1 laga1 ki1 us2 direction2 mein1 ja1 raha1 hai1 . Kaafi1 had1 tak1 damage2 to2 ho1 chuka1 hai1 ."
"Yes1 , it2 was2 a2 refreshing2 outlook2 on2 the2 series2 as2 a2 whole2 and2 provided2 a2 nice2 background2 for2 the2 characters2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","yes1 , ye1 bahut1 refreshing2 outlook2 hai2 as1 a2 whole2 series2 and2 characters2 ke1 liye1 ek1 nice2 background1 bhi1 provide1 kiya1 isne1 ."
"Wow1 ! Yeah1 , it's2 been2 awhile2 for2 me1 !","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",Wow1 ! haan1 mere1 liye1 bhi1 kaafi1 time1 hogaya1 hai1 .
It2 had2 great2 reception2 and2 even2 has2 2 sequels2,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1",Yas1 acchha1 reception2 tha2 aur1 usme1 keval1 2 sequels2 hi2 the2
"they2 should2 have2 it2 , again2 it2 is2 a2 classic2","muje1 , hai1 <unk> <unk> <unk> hai1 hai1","UNKO1 HONA1 CHAHIYE1 , VAH1 EK1 CLASSIC1 THA1"
what2 kind2 of2 color2 pallet2 does2 it2 tend2 to2 use2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> .",konse1 color1 ki1 pallet1 use1 hui1 hai1
What2 do2 you2 think2 of2 Gal2 Gadot2 as2 Wonder2 Woman2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 hai1 .",Gal2 gadot2 ek2 wonder2 woman2 he1 kya1 sochte1 ho1 ?
The2 Duke2 of2 Weselton2 has2 a2 name2 that2 looks2 suspiciously2 like2 the2 term2 weasel2 !,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Weselton2 ka1 Duke1 ka1 naam2 suspiciously2 term2 weasel2 ke1 jaise1 lagta1 hai1
you2 can't2 not2 like2 him2,"mujhe1 , hai1 <unk> hai1",tum1 use1 like1 nahi1 kar1 sakte1
yes1 !,<unk>,haan1 !
hey1 let1 me1 remember2 that2,"mujhe1 , hai1 hai1",hey1 let1 me1 yaad1 karne1 do1 usko1
"I2 think2 it2 helps2 to2 establish2 that2 Bruce2 will2 not2 directly2 murder2 anyone2 . Even2 when2 he2 burns2 down2 the2 League2 of2 Shadows2 , he2 doesn't2 directly2 kill2 Ra's2 al2 Ghul1 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mujhe1 lagta1 hai1 ki1 Bruce1 kisika1 khun1 nahi1 karega1 aisa2 establish2 karna2 accha1 hoga1 . Woh1 jab1 League2 of2 Shadows2 ko1 jala1 deta1 hai1 tab1 bhi1 woh1 Ra's2 al2 Ghul1 ko2 directly2 nahi1 marega1 .
like2 the2 main2 part2 ?,"<unk> , hai1 hai1",Main1 part1 ki1 tarah1 ?
3 min1,"<unk> , hai1",3 minut2
hello1,hello1,hello1
Have2 a2 great2 day2,"<unk> , hai1 hai1",tumhara1 day1 great2 ho1
I2 would2 be2 curious2 to2 know2 where2 Mike2 is2 today2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk>",Main1 yeh1 pata1 lagane1 ke1 liye1 curious1 hoon1 ki1 aajkal1 Mike1 kahan1 hai1 ?
And1 i1 agree2 those2 scores2 kinda2 seem2 rather2 low2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> .","haan1 , aur1 unka1 scores2 tho2 low2 thi1 rehatha1"
Oozma2 Kappa2 . I2 can't2 believe2 they2 threw2 a2 kappa2 meme2 in2 there2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",oozma2 kappa1 .. muje1 yakin1 hi1 nahi1 aatha1 ki1 voh1 kaapa1 ko1 meme1 banaye1
Do1 they2 successfully2 decrypt2 the2 code2 ?,"muje1 , hai1 <unk> hai1 hai1",kya1 ve1 kod1 ko1 saphalataapoorvak1 dikript1 karate1 hain1 ?
"The2 document2 is2 growing2 , and2 additional2 detailed2 information2 about2 scenes2 from2 the2 movie2 were2 just2 added2 . I'm2 reminded2 of2 the2 scene2 where2 Elsa2 builds2 her2 ice2 palace2 . It2 was2 an2 impressive2 bit2 of2 computer2 generated2 animation2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","yeh1 document2 grow2 kar1 raha1 hai1 , and2 is2 movie1 ke1 scene1 ke1 baare1 me1 atirikt2 detailed2 information2 add1 kiye1 hai1 . mujhe1 us1 scene1 ke1 baare1 me1 remind2 karwa1 jisme1 Elsa1 apn1 ice2 palace2 banati1 hai1 . computer2 generated2 animation2 bahut2 impressive2 tha2 ."
For2 Sully2 to2 trick2 Mike2 into2 thinking2 he2 was2 scary2 was2 just2 so2 hurtful2 !,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","sully2 ko1 mike1 ko2 trick1 karne1 ko1 soch1 de1 tho1 voh1 dar1 gaya1 , kitna1 hurtful2 hein2"
Who2 stars2 in2 the2 movie2,"haan1 , hai1 <unk> hai1",: film1 mein1 kaun1 sitaare1 hain1
"Hey1 , how1 are1 you1 ?","<unk> , hai1 hai1","hey1 , kaise1 ho1 ?"
did2 you2 like2 the2 movie2 The2 Shape2 of2 Water2,"muje1 , hai1 <unk> <unk> hai1 hai1 hai1",kya1 aap1 ko1 The1 shape2 of2 water2 ka2 movie2 pasand1 hein1
I've2 never2 seen2 it2,"<unk> , hai1 hai1",mein1 nahi1 dekha1 hoon1
"Oh1 , I2 have2 not2 seen2 that2 . What2 is2 it2 about2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> hai1","Oh1 , maine1 woh1 nahi1 dekha1 . What1 is2 it2 about2 ?"
Not2 particularly2,"<unk> , hai1",Nahi2 particularly2
"Andrew2 grant2 and2 that2 rag2 science2 news2 never2 gets2 it2 right2 , if2 he2 liked2 it2 i1 will2 probably2 hate2 it2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","voh1 andrew2 grant2 aur1 uska1 rag1 science1 ka1 news2 kabhi1 bhi1 right1 nahi1 hota1 , agar1 voh1 ushe1 pasand1 aaya1 tho1 mein1 use1 hate1 karunga1"
I2 seriously2 loved2 this2 Turing2 movie2 . You2 have2 to2 see2 it2 !!!,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",seriously2 mujhe1 Turing2 movie2 pasand1 ayi1 . Tumhain1 dekhni1 hogi1
Yeah1 it2 was2 so2 weird2 yet2 so2 brilliant2,"muje1 , hai1 <unk> <unk> hai1 hai1","haan1 , thoda1 weird2 hein1 lekin1 brilliant2"
are1 you2 expecting2 another2 part2 ?,"muje1 , hai1 hai1 hai1",kya1 tumhe1 lagta1 hai1 dusra1 part1 aye1 ga1 ?
what2 is2 your2 favorite2 character2 ?,"<unk> , hai1 hai1",tumhara1 favorite2 character2 kaunsa1 hai1 ?
The2 deal2 where2 the2 winner2 gets2 the2 loser's2 robot2 seems2 a2 bit2 extreme2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",wo1 deal1 jisme1 winner1 ko2 loser2 ka1 robot1 milta1 hai1 thoda1 extreme2 tha2
"yeah1 , I1 like2 war2 movies2","mujhe1 , hai1 <unk> hai1 hai1","Haan1 , mujhe1 war1 movies2 pasand1 hain1"
"i1 dont1 know2 any2 of2 the2 other2 casts2 , i2 dont1 think2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","MUJE1 IS1 CASTS2 KE1 BAARE1 MEIN1 KUCH1 PATHA1 NAHI1 HEIN1 ,"
So2 its2 like2 walk2 in2 someone2 else's2 shoes2 to2 see2 what2 they2 have2 to2 deal2 with2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",tho1 yeh1 aise1 kuch1 hein1 ki1 dusron1 ka1 shoe2 mein1 ghuskar1 uska1 problem1 kya1 hein1 karke1 deal1 kartha1 .
All2 I2 enjoyed2 the2 point2 whereas2 he2 was2 working2 at2 the2 FBI2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 tho1 FBI1 ka1 work1 bahut1 enjoy2 kiya1
"You're2 right2 . That2 first2 critic2 says2 something2 about2 the2 areal2 battles2 being2 too2 much2 , but2 honestly2 I2 loved2 them2 . I'm2 a2 grown2 man2 but2 still2 a2 kid2 at2 heart2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","tum1 sahi1 te1 , phale2 critic2 ne1 kaha1 larai1 jarurt1 se1 jayada1 , lakin1 muje1 ye1 pasan1 ayi1 . mai1 bara1 admi1 hu1 lekin1 mera1 dil1 bacche1 ka1 hai1"
How2 romantic2 . I2 like2 movies2 like2 that2 . Who2 acts2 in2 it2 ?,"muje1 , hai1 <unk> ki1 <unk> <unk> <unk> <unk> <unk> <unk> <unk>",How2 romantic2 . Main1 aisi1 movies2 pasand1 karta1 hun1 . Isme1 kisne1 act1 kiya1 ?
I2 heard2 they2 are2 making2 a2 second2 movie2 to2 follow2 Frozen2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mainne1 suna1 ki1 ve1 phrojan1 pholo1 karane1 ke1 lie1 doosaree1 philm1 bana1 rahe1 hain1
He2 was2 raised2 in2 an2 impoverished2 upbringing2 .,"muje1 , <unk> <unk> <unk> hai1",Vo1 ek1 undeekhe1 upbringing2 me2 bada1 hua1
"Me2 either2 ! I2 dont1 know1 which2 is2 worse2 , having2 somebody2 die2 completely2 , or2 just2 their2 memory2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Mene2 either2 ! me1 nahi1 janata1 kon1 sa2 worse2 he2 , kisi1 ka1 completely2 mar1 jana1 ya1 just2 unki2 memory2 ka1 mar1 jana1 ."
the2 government2 always2 has2 something2 to2 hide2 ;)2,"muje1 , <unk> <unk> <unk> hai1 hai1",goverment2 hamesh1 kuch1 chupane1 ki1 koshish1 karti1 hai1 ;)2
"True2 . Weird2 , but2 even2 today2 some2 of2 the2 episodes2 spooked2 me2 . It2 says2 the2 Metacritic2 Score2 56/100. Who's2 Metacritic2 ?","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","true2 , weird2 tha2 lekin1 kuch1 episode2 tho1 muje1 spooked2 hein2 .. metacritic2 ka2 score2 tho1 56/100, vaise2 metacritic2 kon2 hein1 ?"
Gatsby2 was2 killed2 in2 scene2 3.,"muje1 , <unk> <unk> <unk> <unk> hai1",gatsby2 tho2 scene2 3 mein1 maara1 jaatha1
"It's2 kind2 of2 creepy2 how2 he2 just2 waited2 for2 Albright2 to2 accept2 the2 friend2 request2 , too2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Uska1 Albright1 ka2 friend2 request2 accept2 karne1 tak1 wait1 karna1 kaafi1 creepy2 tha2
true2 . Metacritic2 gave2 them2 73/100. Turing2 was2 a2 mathematician2 who2 was2 a2 cryptanalyst2 for2 the2 British2 during2 WWII2 against2 the2 Germans2 . He2 is2 famous2 for2 breaking2 the2 Enigma2 code2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","sach1 hein1 yar2 , metacritic2 ne2 73/100 diya1 tha1 . Turing2 toh1 mathematician2 hein2 jo1 british2 ke1 liye2 cryptanalyst2 bane2 the1 tab2 wwii2 saari1 germans2 ke2 against2 the2 . aur1 voh1 enigma2 code2 ko1 break1 karne1 mein1 famous2 hein2 ."
hi1,hi1,Namaste1
Haha1 ok1 me1 too1 !,"haan1 , hai1 hai1",haha1 ok1 mujhe1 bhi1
That2 was2 rotten2 tomatoes2 . Metacritic2 gave2 it2 a2 68/100,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Weh2 rotten2 tomatoes2 tha2 . Metacritic2 ne2 68/100 diye1 .
I2 agree2 with2 most2 of2 the2 critics2 in2 the2 paper2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk> .",Main1 jyadatar1 paper1 ke1 sabhi1 critics2 ke1 saath1 agree1 krta1 huin1
Only2 48% from2 rotten2 tomatoes2 ..,"mujhe1 , hai1 <unk> hai1",sirf1 48% mila1 rotten2 tomatoes2 se2 ..
"and2 a2 hint2 of2 romance2 , too2 ; Gwyneth2 Paltrow2 as2 Pepper2 Potts2 , Tony2 Stark2 ( Ironman's2 ) potential2 love2 interest2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","thoda1 romance1 ka1 hint1 bhi1 tha2 , Gwyneth2 paltrow2 to2 pepper2 potts2 tha1 aur1 Tony2 strak2 ka2 potential2 tho2 uska1 interest2 love2 hein1"
what2 do2 they2 do2 about2 the2 shark2,"mujhe1 , hai1 <unk> hai1 hai1",shaark1 ke1 baare1 mein1 ve1 kya1 karate1 hain1
"No2 , still2 here2 , just2 contemplating2 the2 character2 of2 Gatsby2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","nahi1 , gatsby2 ka1 kuch1 character1 ko2 contemplating2 kiya1 hein1"
"also2 stars2 Evangeline2 Lilly2 ( woman2 for2 sure2 ""","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Nicole2 Evangeline2 Lilly2 ( born2 August2 3, 1979)[1][2] is2 a2 Canadian2 actress2 and2 author2 ."
Basically2 a2 war2 flick2 . Gotta1 love2 a2 good2 Amazon2 princess2 movie2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Basically2 ye2 war2 flick2 hai1 . Achi1 Amazon2 princess2 movie1 mujhe1 bohat1 pasand1 hain1 .
"Hi1 , how1 are1 you1 ?","<unk> , hai1 hai1","hello1 , tum1 kaise1 ho1 ?"
so2 you2 have2 my2 full2 attention2,"mujhe1 , hai1 hai1 hai1",to1 aap1 par1 mera1 pura1 dhayan1 hai1
"Yes2 , origin-wise2 , it's2 pretty2 close2 . Bruce's2 traveling2 around2 the2 world2 and2 training2 is2 a2 part2 of2 it2 . Which2 has2 never2 been2 shown2 on2 screen2 before2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 , origin2 wise2 tho1 preety1 close2 he1 hey1 .. bruce1 tho1 world2 pur2 atravel2 kartha2 aur1 training2 bhi1 letha1 .. lekin2 screen2 mein1 nahi1 dekhaya1"
"Yes2 , origin-wise2 , it's2 pretty2 close2 . Bruce's2 traveling2 around2 the2 world2 and2 training2 is2 a2 part2 of2 it2 . Which2 has2 never2 been2 shown2 on2 screen2 before2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Yes1 , Origin-Wise2 , ye2 pretty2 close2 hai1 . Bruce2 around2 the2 world2 travel2 karta1 hai1 aur1 training2 iska2 part1 hai1 . Aisa1 kuc2 screen2 pahle1 kabhi1 nahi1 dikhaya1 gaya1 hai1 ."
