Input,Predicted,Actual
Shane1,bruce2 .,Shane1
Jyadatar1 moments1 me1 haan1,"i2 , .",In2 most2 moments2 yes2 .
Yea1 me1 martha1 ko1 bura1 nahi1 maanta1,"i2 , . it2 .",Yea1 I1 don't2 mind2 Martha2 at2 all2 .
kya1 tumne1 Gaslight1 dekhi1 hai1 ?,"what2 , a2",Have2 you2 seen2 Gaslight2 ?
pata1 nahi1 tha1 vo1 ek1 author2 tha2,"i2 , . the2 . . .",didn't2 know2 he2 was2 the2 author2
Vector2 kisne1 voice1 kiya1 hai1,"i2 , .",Who2 is2 Vector2 voiced2 by2 ?
is2 movie1 ke1 liye1 tho1 badiya1 hein1,"it2 , is2 the2 .",to2 the2 movie2 really2 well2
sahi1 . par1 yeh1 pichli1 story2 establish2 krne2 ka1 acha1 tarika1 tha1,"i2 , , it2 the2 , , the2 . the2 . . .",Right1 . But2 it2 was2 a2 good2 way2 to2 establish2 the2 back2 story2 .
"ha2 , definitely2",i2 .,yeah2 definitely2
kya1 isliye1 ki1 tum1 log1 dating1 karte1 the1 ?,what2 you2 you2 the2 of2 the2 ?,Is1 it2 because2 you2 guys2 used2 to2 date2 ?
"Disney2 really2 mein1 jaanata1 hai1 ki1 kuchh1 great2 visuals2 ko2 kaise1 banaana1 hai1 , yah1 sure1 baat1 hai1 .","i2 , , it2 the2 , . . . the2 . . . . . .",Disney2 really2 knows2 how2 to2 create2 some2 great2 visuals2 that's2 for2 sure2 lol1
aapane1 kisakee1 yaatra1 ko1 sabase1 adhik1 sammohak1 paaya1 ?,"what2 , a2 the2 of2 the2",Whose2 journey2 did2 you2 find2 most2 compelling2 ?
"han2 , action2 sequence2 kafi2 ache1 hai1 . love1 udne1 wala1 suit1 .","i2 , , it2 the2 , . the2 . . . . . .","Yeah1 , the1 action2 sequence2 are2 pretty2 good2 . Love1 the2 flying2 suit2 !"
ha1 yeh1 classic2 tha2 film1 ke1 sabse1 majedar1 samay1 mai1 se1 ek1 muje1 bhi1 pasand1 aya1 maine2 wormhole2 ke2 madhyam1 se1 vapas1 gir1 gaya1 muje1 lgta1 hai1 ki1 yeh1 har1 kisi1 ke1 pass1 tha1,"i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . .","Yeah1 , that2 was2 classic2 . One2 of2 the2 funniest2 moments2 of2 the2 movie2 . I2 also2 liked2 when2 Iron2 Man2 fell2 back2 through2 the2 wormhole2 . It2 had2 everyone2 on2 edge2 I2 think2 ."
Exactly2 ! White2 House2 ne2 retaliate2 kiya1 aur1 the2 post2 aur1 NYT1 ko2 order1 diya1 to2 appear2 before2 the2 supreme2 court2 to2 pled2 their2 first2 amendment2 story2 ko2 publish2 karne1 ke1 liye1,"i2 , , it2 the2 , , , , the2 , the2 , . the2 . . . . . . . . . . . . . . . .",Exactly2 ! The2 White2 House2 retaliated2 and2 ordered2 the2 post2 and2 the2 NYT2 to2 appear2 before2 the2 supreme2 court2 to2 pled2 their2 first2 amendment2 to2 publish2 the2 story2
"muje1 tho2 surprised2 huva1 jab1 Ra's2 ka2 real2 face1 usne1 dekhayi1 tho1 , Voh1 League2 ka2 shadows1 bhi1 itna1 aasan1 nahi1 tha1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . <unk> . . . . .","I2 was2 surprised2 when2 the2 real2 Ra's2 al2 Ghul2 showed2 himself2 , too2 . The2 League2 of2 Shadows2 doesn't2 die2 easily2 ."
Kya1 Emma2 stone1 bhi1 ek1 artist1 ka1 role1 nibha1 rahi1 hai1 ?,"i2 , is2 the2 a2 <unk> . .",Is2 Emma2 Stone2 playing2 an2 artist2 also2 ?
Aap1 kaha1 se1 hai1,i2 .,ARE1 YOU1 FROM1
"ha1 , maine1 abi1 kuch1 der1 pahale1 dekha1 hoon1 .","i2 , . the2 . . . . .",I2 just2 saw2 it2 .
muje1 first2 halk1 ko1 pasand1 nahi1 hein1 .. lekin1 beginning2 se2 end1 tak1 badiya1 movie1 hein1,"i2 , , it2 the2 , , , , the2 the2 . . . . . .",i1 do1 not2 agree2 that2 the2 first2 half2 was2 flat2 either2 . i2 think2 it2 was2 a2 great2 movie2 from2 beginning2 to2 end2
cool1,bruce2 .,cool1
Weh2 retirement2 se2 tab1 bahar1 aaye1 jab1 unki1 wife1 marr1 chuki1 thi1 .,"i2 , it2 the2 the2 , , , the2 . the2 . . .",He2 came2 out2 of2 retirement2 when2 his2 wife2 got2 killed2 .
"Okay1 , ab1 samjha1 . Yes1 I2 thought2 wo1 cool1 thi1 . Mai2 sloth2 ko1 like1 karta1 hu1","i2 , , it2 the2 , . . the2 . . . . . .","Okay1 , I1 see1 . Yeah1 , I2 thought2 she2 was2 cool2 . I2 liked2 the2 sloth2"
Gru1 ko2 Steve2 Carell2 ne2 voice1 kia1 hai1,"i2 , . the2 . .",Gru2 is2 voiced2 by2 Steve2 Carell2
main1 khud1 paanee1 se1 door1 rahane1 kee1 koshish1 karata1 hoon1 shaark1 se1 bachane1 ke1 lie1 main1 jokhim1 ke1 laayak1 sarphing1 nahin1 karata1,"i2 , . the2 the2 , , , , the2 , the2 . . . . . . . . . .",I2 try2 to2 stay2 away2 from2 the2 water2 myself2 to2 avoid2 sharks2 I2 dont1 find2 surfing2 to2 be2 worth2 the2 risk2
tho1 is2 characters2 ka2 relationships2 tho2 bada1 complex2 hein1 yar1 kyon1 ki2 clark2 kent1 ke1 vaje1 . superman1 tho1 batmans2 ka2 justice2 method2 learn2 kiya1 aur1 usse2 expose2 bhi1 kiya1 . tho1 lex2 luthor2 ne2 kryptonite2 ko2 approval2 kiya1 us1 senator2 se1,"i2 , , it2 the2 , . , . the2 . . . . . . . . . . . . . . . . . . . . . . . . . .",Well2 the2 relationships2 of2 the2 characters2 are2 quite2 complex2 because2 Clark2 Kent2 A1 . K2 . A1 . Superman2 learns2 of2 Batman's2 justice2 methods2 and2 tries2 to2 expose2 him2 . All2 this2 happening2 while2 Lex2 luthor2 makes2 moves2 to2 get2 approval2 to2 obtain2 kryptonite2 from2 a2 senator2 .
"Main1 ye1 maanta1 hoon1 ki1 , aamataur1 par1 New2 England2 mein1 bahut1 saare1 shark2 attacks2 nahin1 hote1 hain1 , aamataur1 par1 south2 mein1 ya1 west2 coast2 par1 .","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . the2 . . . . . . . . . . .","Agreed2 , there2 typically2 aren't2 many2 shark2 attacks2 in2 New2 England2 , usually2 further2 south2 or2 on2 the2 west2 coast2 ."
"Usne1 illegap2 start1 kiya1 , bad1 me1 world1 me2 move2 up2 ho1 gaye1","i2 , , it2 the2 , . . . . . . .","so2 he2 starts2 out2 as2 illegal2 , then2 moves2 up2 in2 the2 world2"
"hello1 , kya1 aapne1 monsters2 university2 dekhi1 hai1 ?",what2 you2 you2 the2 of2 the2,"Hello1 , have2 you2 seen2 Monsters2 University2 ?"
Hey1 there2,i2 .,Hey1 there2 .
humko1 oosi1 voice1 ko1 pyar1 hai1,"i2 , . the2 .",I1 love2 her2 voice2 !
Wo1 jo1 train2 me2 last2 scene2 me1 aata1 hai1,"i2 , , it2 the2 . . . .",The2 one2 who2 was2 shown2 in2 the2 train2 in2 the2 last2 scene2 .
romantic2 date2 wali2 film1 nahi1 to1 kya1,"it2 , a2 the2 of2",Not2 a2 romantic2 date2 movie2 then2 ...
aur1 maleficent2 use2 pyar1 karti1 hai1,"i2 , . the2 . . .",and2 maleficent2 loves2 him2
Mere1 pass2 netflix2 hai2 mai1 waha1 check1 karta1 hu1 .,"i2 , . the2 . .",I2 have2 netflix2 I2 will2 check2 there2
"10k2 ya1 nahin1 , main1 us1 paanee1 ya1 us1 naav1 mein1 nahin1 jaata1 agar1 ek1 mahaan1 saphed1 vahaan1 se1 baahar1 hota1","i2 , , it2 the2 , . . . the2 . . . . . . .","10K2 or2 not2 , I2 would2 not2 get2 in2 that2 water2 or2 that2 boat2 if2 a2 great2 white2 were2 out2 there2"
"Since2 tumhe2 document2 nahi2 mila1 , mujhe1 respond1 karne1 ke1 liye1 tumhe1 info1 deni1 padegi1","i2 , , it2 the2 , . . . . . . .","Since2 you2 didn't2 get2 the2 document2 , I2 have2 to2 give2 you2 info2 to2 respond2 to2 ."
ye1 Sally2 Hawkins2 ke2 baare1 mein1 hai1 jo1 ek1 mute1 janitor2 hai1 ek1 lab1 mein1 aur1 use1 ek2 experiment2 se2 love1 ho1 jata1 hai1 jo1 ek1 fish-man2 hai2 . Octavia2 Spencer2 uski2 dost1 hai1 aur1 basically2 use2 escape2 karne1 ke1 liye1 help2 art2 hai1 .,"i2 , , it2 the2 , . . . the2 . . . . .","Its2 about2 Sally2 Hawkins2 who2 is2 a2 mute2 janitor2 at2 a1 lab1 and2 she2 falls2 in2 love2 with2 a2 experiment2 , a2 fish-man2 . Octavia2 Spencer2 is2 her2 friend2 and2 basically2 helps2 her2 escape2 ."
abhee1 bhee1 read1 kar1 rahe1 hain1,the2 is2,still2 reading2
"iske1 bajay1 , me1 to2 Avenger2 ki2 try2 expect2 kar1 raha1 tha1 where2 heroes2 ka2 bunch2 together2 work2 karta1 he1 .","i2 , , it2 the2 , . . . the2 . . . . .",I2 expected2 more2 like2 the2 avengers2 where2 a2 bunch2 of2 heroes2 work2 together2
ishe1 bahut1 acha2 critic2 score2 nahi1 mile1,"i2 , . the2 . .",It2 didn't2 get2 very2 good2 critics2 scores2 .
namaste1 . philm1 kya1 hai1,"the2 , .",Hello1 . what2 is2 the2 movie2 ?
"haa1 sue2 , or2 dusare1 toy1 bhi1 bahut1 funny1 hai1","i2 , , it2 the2 . . . . .","For2 sure2 , and2 the2 other2 toys2 are2 very2 funny2"
theatre2 mein1 tho1 dekha1 yaad1 nahi1 hein1 ... muje1 lagtha1 hum1 rented2 ... bachon2 ko1 jarur1 dekhavunga1 ..,"i2 , , it2 the2 , , , , , the2 , the2 . . . . . .",I2 don't2 think2 we2 saw2 it2 in2 the2 theatre2 . I2 think2 we2 rented2 it2 . It's2 been2 a2 while2 though2 . I2 should2 show2 it2 to2 my2 kids2 . They2 would2 probably2 like2 it2 .
"patha1 hein1 , lekin1 jyada1 familiar1 nahi1 hein1 jaise1 other2 acting2 jobs2 ke2 swar1","i2 , , it2 the2 , , , the2 the2 . . . . .","I1 know2 of2 her2 , but2 not2 familiar2 of2 her2 other2 acting2 jobs2 ."
"sulley1 keliye1 tho1 yeh1 little2 out2 character2 hein1 , lekin2 conflict2 ke2 liye1 tho1 unke1 paas1 final2 source2 jarur1 hoga1 ,","i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . .","It2 seemed2 a2 little2 out2 of2 character2 for2 Sulley2 , but2 I2 guess2 they2 had2 to2 have2 some2 final2 source2 of2 conflict2 between2 the2 two2 to2 keep2 the2 plot2 moving2 ."
Gotcha1 . mujhe1 lagata1 hai1 ki1 vah1 isse1 bahut1 adhik1 deserve1 karta1 hai1 .,"i2 , it2 the2 the2 , , the2 . the2 . . . . .",Gotcha2 . I2 think2 he2 deserves2 a2 lot2 more2 than2 that2 .
"Main1 dekh1 sakta1 hu1 . Ye1 Lindsay2 Lohan2 wali1 teen2 comedy2 hai1 jiska1 naam1 hai1 "" Mean1 Girls2 ""","i2 , , it2 the2 , . , , the2 , . . . . . . .","I2 can2 . Its2 a2 teen2 comedy2 with2 Lindsay2 Lohan2 called2 "" Mean2 Girls2 """
"maine1 socha1 whole2 Scare2 Games2 plot2 bhi1 kafi1 acha1 tha1 , interesting2 bana1 ke1 rakha1 isne1","i2 , it2 the2 the2 , , , , , the2 the2 . . . . .","I2 thought2 the2 whole2 Scare2 Games2 plot2 was2 a2 fairly2 good2 one2 too2 , kept2 it2 interesting2 ."
ye1 do1 girls2 ke1 bare1 me1 he1 Anna2 and2 Elsa2,"i2 , , it2 the2 <unk> . .",Its2 about2 two2 girls2 Anna2 and2 Elsa2
Hmmmm1 aachar1 hai1 ki1 is2 doc2 par2 kyon1 nahin1 chale1 gae1 ise1 beete1 ek1 arsa1 ho1 gaya1 hai1,"i2 , , it2 the2 , . , , the2 . . . . . . .",Hmmm1 wonder2 why2 this2 doc2 hasn't2 moved2 on2 . it's2 been2 awhile2
I2 agree1 . mujhe1 lagta1 hai1 woh1 scene1 interesting2 hai1,"i2 , , it2 the2 . . . . . .",I2 agree2 . I2 think2 that2 scene2 sounds2 interesting2
han1 mujhe1 ye1 acha1 laga1,"i2 , . . .",so1 i2 like1 that2
movie1 ka1 naam1 kya1 hai1,"the2 , a2 the2",Hey1 so1 what1 ’ s2 this2 movie2 called2
welcome1 .. aap1 se1 bat1 karke1 achha1 laga1,"it2 , is2 the2 .",welcome2 .. its2 nice2 to2 talk2 to2 you2
kya1 tum1 iesi1 moive2 like1 karte1 ho1,"the2 , a2",do1 you2 like2 such2 films2 ?
Mujhe1 anmation1 movies2 pasand1 hai1,"i2 , .",I2 do2 like2 anmation2 movies2
at2 least2 usne1 isse1 peace2 to2 establish2 kiya2 ( Cobb2 ),"i2 , , it2 the2 , . . . . .",At2 least2 he2 made2 peace2 with2 it2 ( Cobb2 )
ye1 sab1 amazing2 job2 karte1 he1 aur1 ha1 ye2 animated2 he2 .,"i2 , , it2 the2 , . . . .","They2 all2 do2 an2 amazing2 job2 , and2 yes1 it1 is2 animated2 ."
mein1 tho1 maantha1 hoon1 .. mein1 tho1 definitely2 convinced2 hoon2 catch1 me2 if2 you1 can2 ko1 dekhne1 ke1 liye1 .. Thank2 you1 muje1 iska1 information2 dene2 ke1 liye1 .. kya2 netflix2 mein2 hein1 ?,"i2 , . the2 the2 , , , , the2 , the2 . the2 . <unk> . . . . . . . . . <unk> . . . . .",I2 completely2 agree2 . You2 have2 definitely2 convinced2 me2 to2 watch2 Catch2 Me2 If2 You1 Can1 . Thank2 you2 for2 providing2 me2 with2 all2 of2 the2 information2 about2 it2 . Do1 you2 happen2 to2 know2 if2 it2 is2 available2 on2 Netflix2 ?
Joss2 Whedon2,i2 .,joss2 whedon1
kya1 aapako1 yah1 pasand1 aaya1 ?,"what2 , a2",Did1 you2 like2 it2 ?
Mere1 pass1 bhi1 Myspace2 account2 hai1 par1 maine1 kabhi1 hi1 2 years2 me2 logged2 in1 kiya1 .,"i2 , , it2 the2 , . , , the2 . . . . . . .",I1 I2 also2 had2 a2 MySpace2 account2 but2 haven't2 logged2 in2 roughly2 2 years2 .
aapko1 patha1 hein1 ?,"i2 ,",You2 think2 ?
hi1,bruce2 can2,hi1
so1 usne1 uske1 saath1 kya1 kiya1 ?,"it2 , a2 the2 .",So1 what2 does2 he2 do2 with2 him2 ?
"make2 sence2 . mein2 typically2 ratings2 par2 attention2 kartha1 , koun1 director2 familiar2 aisa1 . lekin1 agar1 mein1 phenomenal2 ka2 work1 dekhe1 tho2 particular2 movie2 tho2 awful2 rating2 hei2 , mein2 usually2 family2 aur1 friends1 ke2 review2 suntha2 hoon1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . . , . <unk> . . . . . . . .","Makes2 sense2 . I2 typically2 only2 pay2 attention2 to2 the2 ratings2 when2 it's2 a2 director2 who2 I2 am2 familiar2 with2 . If2 I2 know2 that2 their2 work2 is2 usually2 phenomenal2 and2 a2 particular2 movie2 has2 awful2 ratings2 , I2 usually2 will2 wait2 to2 hear2 from2 friends2 / family2 before2 paying2 to2 see2 it2 ."
Kya1 tum1 sochte1 ho1 ki1 yah1 bachcho1 ke1 sath1 dekhne1 ke1 loye1 achchhi1 movie1 hai1 ?,"what2 , is2 the2 of2 the2 the2 the2 the2 the2 the2 .",You2 think2 it's2 a2 good2 movie2 to2 watch2 with2 kids2 ?
kab1 movie1 dekhne1 plan1 karte1 ? ya1 tum1 already1 dekh1 liya1 hein1 kya1 ?,what2 you2 you2 the2 of2 the2 the2 the2 the2 the2 the2 ? ?,When2 do2 you2 plan2 on2 seeing2 the2 movie2 ? or2 have2 you2 seen2 it2 already2 ?
"lol1 , right2 !",i2 .,"lol1 , right2 !"
All2 the2 best2,"i2 , .",All2 the2 best2
jese1 ki1 main2 plot2 kis1 bare1 me1 he2,"i2 , . the2 . .",like2 what2 the2 main2 plot2 is2 about2
Han1 !,i2 .,Yes1 !
maine1 nahin1 dekha1 lekin1 vah1 kahta1 hai1 ki1 Stock2 the2 Vast1 ek1 dragon2 killer2 hai1 aur1 ek1 rare2 dragon2 ko1 marne1 ke1 bajaye1 usne1 use1 chod1 diya1 .,"i2 , it2 the2 the2 , . the2 , the2 , the2 , the2 . the2 . the2 . . . . . . . . . . .",I2 have2 not2 seen2 it2 yet2 but2 it2 goes2 on2 to2 say2 that2 the2 Stock2 the2 Vast2 is2 a2 dragon2 killer2 and2 instead2 of2 killing2 a2 rare2 dragon2 he2 sets2 it2 free2 .
ye1 unka1 trademark2 hai2 honestly2 .,"i2 , . it2 .",Its2 supposed2 to2 be2 his2 trademark2 honestly2 .
"muje1 lagtha1 finish2 button2 tho2 open2 hein2 , ab1 mein1 conversation2 finish2 kartha1 , bye1","i2 , , it2 the2 , , , the2 . the2 . . . . .","I2 think2 finish2 button2 is2 open2 , we2 can2 now2 finish2 the2 conversation2 . Bye2"
"Dr1 jonathan2 crane2 , a2 corrupt2 psychiatrist2 , dono2 criminals2 ko2 arkham2 asylum2 ko2 transfer2 karne1 ke1 try1 kar1 rahe1 they1","i2 , , it2 the2 , . . . the2 . . . . . .","Dr2 . Jonathan2 Crane2 , a2 corrupt2 psychiatrist2 , tries2 to2 transfer2 criminals2 to2 Arkham2 Asylum2"
"yup1 , voh1 tho1 struggle2 hein2","i2 , . it2 .",yup2 that's2 the2 struggle2
vo1 yi1 leader1 tha1 chitauri1 me1,"i2 , . the2 .",HE1 IS1 THE1 LEADER1 OF1 AN1 CHITAURI1
"mujhe1 lagta1 hai1 new2 scene1 , jaha1 Mia1 ek1 decide1 kiya2 one-woman2 play2 write2 karne1 ka1 sunkar1 accha1 laga1","it2 , is2 the2 .","I2 think2 the2 new2 scene2 , where2 Mia2 decides2 to2 write2 a2 one-woman2 play2 sounds2 cool2"
USER1 2 BAAT1 CHEET1 CHODD1 DIYA1,"i2 , . .",user2 2 left2 the1 convo1
"ye2 technical2 type2 ka1 hai1 , code2 break1 karne1 ke1 liye1 machine1 me1 bahut1 deep1 jana1 padta1 hai1 . use1 ek2 breakthrough2 milta1 hai1 jab1 use1 ye1 realize2 hota1 hai1 ki1 wo1 use1 pahle1 se1 malulm1 words2 se1 wo1 is2 program2 kar1 sakta1 hai1 . tum1 enjoy1 karoge1 ise1 .","i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . the2 . . . . . . . . . . . , . , . , . . . . . . . . . . . . .",It2 is2 kind2 of2 technical2 . It2 goes2 pretty2 in2 depth2 about2 his2 machine2 to2 break2 the2 code2 . He2 has2 some2 breakthroughs2 when2 he2 realizes2 he2 can2 program2 it2 with2 words2 he2 already2 knows2 . You1 will2 probably2 enjoy2 that2 .
"MUJE1 THO1 US1 CHOTA1 ROBOT1 , US2 BIG2 ZEUS1 KO1 KNOCK1 OUT1 KAR1 RAHA1 THA1 USSE1 PASAND1 HEIN1","i2 , , it2 the2 , . . . the2 . . . . . . .",I2 did2 also2 like2 the2 little2 robot2 knocking2 out2 the2 big2 zeus1
hahaha1 ham1 sab1 ek1 hee1 baat1 ke1 bare1 mei1 soch1 rahe1 hai1,"i2 , , it2 the2 <unk> . .",Haha1 we're2 thinking2 the2 same2 thing2
tumhare1 regarding1 kya1 vichar1 he1,"the2 , .",How2 bout2 u1
AAPKO1 PASAND1 HEIN1 ?,the2 is2,Did1 you2 like2 it2 ?
Mein2 Elsa2 ko1 like1 karta1 hun1,"i2 , .",I2 like2 Elsa2
"Hey1 , kya1 tumne1 The1 Avengers2 dekha1 hai1 ? woh1 badhiya1 movie1 hai1 , tumhe1 dekhna1 chahiye1 agar1 tumhe1 Robert2 Downey2 Jr2 . accha1 lagta1 hai1 .","the2 , is2 the2 of2 the2 the2 the2 the2 the2 the2 . the2 . . . . . . . <unk> .","Hey2 , have2 you2 seen1 The2 Avengers2 ? It's2 a2 pretty2 good2 movie2 , you2 should2 check2 it2 out2 if2 you2 like2 Robert2 Downey2 Jr2 ."
"True2 , log2 surely2 action2 k1 liye1 gaye1 hai1 . Personally2 mujhe1 thoda1 bahut1 back2 story2 wali1 movies2 acchi1 lagti1 hai1","i2 , , it2 the2 , . . . the2 . . . . . . . .","True2 , people2 went2 for2 the2 action2 for2 sure2 . I2 personally2 like2 movies2 with2 a2 bit2 more2 of2 a2 back2 story2 ."
isko1 Rotten2 tomato2 score2 kitna1 mila1,"i2 , . .",What2 rotton2 tomato2 score2 did2 it2 get2 >
kya1 ham1 koi1 bhi1 Movie1 ya1 sirph1 isi1 ke1 baare1 mein1 baat1 kar1 sakate1 hain1 ?,what2 you2 you2 the2 of2 the2 the2 the2 ? ? ?,Can2 we2 talk2 about2 other2 movies2 or2 just2 this2 one2 ?
wo1 awesome1 hai1 .,"i2 , .",that2 is2 awesome2 !
"Yes2 , film2 ke1 cast2 mein2 Idris2 Elba2 , Ginnifer2 Goodwin2 bhi1 hai1","i2 , , it2 the2 , . . . . . .","Yes2 , also2 the2 cast2 of2 the2 film2 includes2 Idris2 Elba2 , Ginnifer2 Goodwin2"
tum1 kho1 accha1 lagega1 kya1 vo1,"the2 , . the2",DO1 U1 LIKE1 HIM1
"Yeh1 to1 interesting2 hai1 , mujhe1 lagta1 hai1 ki1 mein1 ye1 movie1 dekhoonga1 , yeh1 mere1 time1 ke1 liye1 worth2 hai1","i2 , , it2 the2 , . . . the2 . . . . . . . .","Interesting2 , I2 think2 I2 will2 give2 the2 movie2 a2 chance2 and2 watch2 it1 , It2 seems2 worth2 my2 while2 ."
Kya1 tumne1 Maleficent1 dekhi1 hai1,"the2 , .",Have2 you2 seen2 Maleficent2 ?
". I2 agree1 , mujhe1 Mike1 ke1 liye1 bura1 laga1 jisne1 socha1 wo1 jeet1 gay1 apne1 terms2 par2 par1 usey1 jitaya1 gaya1 tha1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . <unk> . . . . . .","I2 agree2 , I2 felt2 bad2 for2 Mike2 who2 thought2 he2 succeeded2 on2 his2 own2 terms2 but2 instead2 was2 helped2 to2 win2"
superman2 movie2 is2 better2 than2 Man2 of2 Steel2,"it2 , is2 the2 of2 .","It's2 better2 than2 Man2 of2 Steel2 , the2 superman2 movie2"
pramukh1 kalaakaar1 benedikt1 kambarabaich1 aur1 keira1 naitalee1 hain1,"i2 , , it2 the2 . . . .",The2 lead2 actors2 are2 Benedict2 Cumberbatch2 and2 Keira2 Knightley2
"Haan1 , Mujhe1 lagta1 hai1 Joss2 Whedon2 director2 k1 liye1 acchi1 choice2 tha2 . Uski1 vision2 comics2 se1 milti1 hai1","i2 , , it2 the2 , . . . the2 . . . . . . .","Yeah1 , I2 think2 Joss2 Whedon2 was2 a2 good2 choice2 for2 director2 also2 . His2 vision2 was2 really2 inline2 with2 the2 comics2 ."
"interesting2 lag1 raha1 hai1 , lead2 actor2 kaun1 hai1 , ye1 aakhri1 question1 hai1","i2 , , it2 the2 , . . . . . .","seems2 intresting2 , who2 is2 the2 lead2 actor2 , this2 is2 the2 last2 question2"
"main2 Ryan2 Gosling2 ko2 musical2 mein2 imagine2 nahi1 kar1 sakta1 , lekin1 shayad1 ye1 chalega1","i2 , , it2 the2 , , , the2 the2 . the2 . . . .","I2 cannot2 imagine2 Ryan2 Gosling2 in2 a2 musical2 , but2 I2 guess2 it2 could2 work2 ."
But2 at2 the2 same2 time1 wo1 mujhe1 movie1 dekhne1 se1 rok1 nahi1 sakta1 jiske1 genre2 me2 main1 bahut2 interested2 hu2 .,"i2 , it2 the2 the2 , , , , the2 , the2 . the2 . . . . . . . .",but2 the2 same2 time2 will2 not2 deter2 me2 from2 a2 film2 If1 i1 am1 just2 into2 the2 genre2
kyon1 ki1 uska1 parent2 us2 kid1 ka1 kuch1 dyan1 nahi1 rakhte1 ..,"i2 , , it2 the2 , , the2 . the2 . . .",Because2 how2 a2 parent2 can2 ’ t1 take2 care2 of2 the2 kid2 when2 you2 have2 it2
"To1 wah1 past2 me1 hua1 tha1 , ninteen2 eighteen2 seven2 ?","i2 , , it2 the2 , <unk> . .","so2 it2 took2 place2 in2 the2 past2 , 1987?"
"Vaise1 mujhe1 ummeed1 hai1 ki1 aap1 ise1 pasand1 karenge1 . agar1 aur1 kuchh1 nahin1 , yah1 sirph1 baitamain1 aur1 suparamain1 kee1 ladaee1 hai1 .","i2 , , it2 the2 , . . . the2 . . . . . . . . . .","Well2 I1 hope2 you2 enjoy2 it2 . If2 nothing2 else2 , it2 is2 a2 must-see2 just2 to2 have2 Batman2 and2 Superman2 fighting2 ."
"Oh1 mera1 bhee1 adyatan1 kiya1 gaya1 , is1 baare1 mein1 kshama1 karen1 . mujhe1 lagata1 hai1 ki1 movie1 kelie1 dilachasp1 aur1 ek1 achchhee1 avadhi1 hai1 , mujhe1 lagata1 hai1 ki1 isake1 peechhe1 shaamil1 pauraanik1 katha1 bahut1 pecheeda1 thee1","i2 , , it2 the2 , , , , , the2 , . the2 . the2 . . . . . . . . . . . <unk> . . . . . . . .","Oh1 mine2 just2 updated2 too2 , sorry2 about2 that2 . I2 think2 thats2 interesting2 and2 a2 good2 period2 for2 the2 film2 , I2 think2 the2 mythology2 involved2 behind2 it2 was2 very2 intriguing2"
Mostly2 driftwood2 ke2 hogging2 ke1 liye1 Titanic1 mein1 :)2,"it2 , is2 the2 a2 <unk> .",Mostly2 just2 for2 hogging2 that2 driftwood2 in2 Titanic2 ;)2
"Sure1 , Mujhe1 avengers2 bahut1 pasand1 aayi1","i2 , . it2 .","Sure2 , I2 liked2 the2 Avengers2 a2 lot2 ."
kya1 tumne1 dekha1 hai1 use1 ?,"what2 , a2",Have2 you2 seen2 it2 ?
yeh1 tho1 seamless2 CGI2 se2 relate2 hota1,"i2 , . the2 . . .",with2 relatively2 seamless2 CGI2
to1 usakee1 wife1 ko1 puppy1 mil1 gaya1 aur1 phir1 vah1 natural2 causes2 se2 ya1 disease2 se2 ya1 something1 else2 se1 mar1 gaya1 .,"i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . . . . . . . . .",So2 his2 wife2 got2 the2 puppy2 and2 then2 she2 died2 of2 natural2 causes2 or2 di2 sease2 or2 something2 .
haan1 5 saal1 hoga1,"i2 , . . .",yea1 already2 been2 5 years2 .
Main1 bhi1 . Mujhe1 bhi1 achhe1 se1 yaad1 nahin1 woh1,"i2 , , it2 the2 . . . . . .",me2 also2 . i1 cant2 really2 remember2 it2
"Waha1 kuch1 scene1 the1 jo1 funny2 the2 , je1 se1 ki1 jab1 Dicaprio1 dusre1 logo1 ko2 scamming2 kar1 raha1 tha1","i2 , it2 the2 the2 , , , , , the2 , the2 . . . . . . . .","There2 are2 some2 scene2 that2 it2 is2 funny2 , example2 is2 when2 DiCaprio2 is2 scamming2 other2 people2 ."
thik1 hai1 aap1 ko1 lagata1 hai1 hamare1 pass1 paryapt1 hai1 .,"it2 , is2 the2 of2 the2 .",Ok1 you1 think2 we2 have2 enough2 then2 .
eemaanadaaree1 se1 main1 jabade1 kee1 siphaarish1 karoonga1 . yah1 itanee1 behatareen1 klaasik1 philm1 hai1,"i2 , , it2 the2 , . . . . . .",Honestly2 I2 would2 recommend2 jaws2 . It's2 such2 a2 great2 classic2 movie2
no1 lekin1 maybe2 same2 hai1 because1 wo1 ek1 Romantic2 Drama2 movie2 thi1,"i2 , , it2 the2 , . . . . .",NO1 but2 maybe2 just2 the2 same2 because2 it2 was2 a2 Romantic2 Drama2 movie2 ..
